Morningstar Category,Medalist_1,Medalist_2,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Health,Neutral,Neutral,DWS Health and Wellness Fund - Class Inst (SUHIX),Eventide Healthcare & Life Sciences Fund Class A Shares (ETAHX),50.0,11.0,0.0103,0.16,13.29,7.18,0.59,12 years,03/02/1998,259.79,1.0,N,N,0.0156,0.44,24.28,15.79,,13 years,12/27/2012,1688.38,41.0,Y,N,9.47042197356789
Health,Negative,Bronze,Rydex Health Care Fund Class C (RYHCX),PGIM Jennison Health Sciences Fund- Class C (PHLCX),73.0,18.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0196,0.49,14.81,12.34,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,9.466040436468063
Health,Negative,Bronze,Rydex Health Care Fund Class C (RYHCX),The Hartford Healthcare Fund Class I (HGHIX),73.0,60.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0102,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,9.464136309641841
Health,Neutral,Negative,Lord Abbett Health Care Fund Class A (LHCAX),Virtus KAR Health Sciences Fund Class C (RCGHX),35.0,90.0,0.0103,0.25,16.35,9.12,,7 years,07/31/2019,8.86,88.0,Y,Y,0.0216,-0.23,14.73,1.63,,3 years,02/05/2002,103.63,8.0,Y,N,9.451316202970917
Health,Gold,Bronze,Fidelity Select Health Care Portfolio (FSPHX),Fidelity Select Pharmaceuticals Portfolio (FPHAX),44.0,8.0,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,0.0067,0.7,17.16,17.05,0.65,9 years,06/18/2001,1352.03,45.0,N,Y,9.450812983164077
Health,Negative,Bronze,Rydex Health Care Fund Class C (RYHCX),The Hartford Healthcare Fund Class Y (HGHYX),73.0,60.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0103,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,9.445204174424564
Health,Negative,Gold,Putnam Global Health Care Fund Class A (PHSTX),Fidelity Select Medical Technology and Devices Portfolio (FSMEX),37.0,77.0,0.0105,0.24,13.54,8.34,0.52,9 years,05/28/1982,1547.9,36.0,Y,Y,0.0063,0.0,16.47,5.04,1.04,19 years,04/28/1998,4114.01,53.0,N,Y,9.445103314550419
Health,Neutral,Neutral,Rydex Health Care Fund Class Investor (RYHIX),Virtus KAR Health Sciences Fund Institutional Class (HLHIX),52.0,85.0,0.0139,0.13,13.61,6.82,0.75,28 years,04/17/1998,17.9,236.0,N,Y,0.0105,-0.16,14.73,2.73,,3 years,02/05/2002,103.63,8.0,N,N,9.439533498603446
Health,Neutral,Negative,DWS Health and Wellness Fund - Class Inst (SUHIX),Rydex Health Care Fund Class C (RYHCX),50.0,73.0,0.0103,0.16,13.29,7.18,0.59,12 years,03/02/1998,259.79,1.0,N,N,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,9.432809183726711
Health,Bronze,Negative,BlackRock Health Sciences Opportunities Portfolio Service Shares (SHISX),Virtus KAR Health Sciences Fund Class C (RCGHX),45.0,90.0,0.0115,0.2,12.89,7.59,0.55,22 years,12/21/1999,6536.11,43.0,N,N,0.0216,-0.23,14.73,1.63,,3 years,02/05/2002,103.63,8.0,Y,N,9.429528512487112
Health,Neutral,Neutral,Live Oak Health Sciences Fund (LOGSX),Eventide Healthcare & Life Sciences Fund CLASS I SHARES (ETIHX),58.0,11.0,0.0103,0.13,12.69,6.64,,7 years,06/29/2001,52.5,24.0,N,Y,0.0131,0.45,24.3,16.07,,13 years,12/27/2012,1688.38,41.0,N,N,9.428599455006356
Health,Bronze,Neutral,The Hartford Healthcare Fund Class I (HGHIX),Eventide Healthcare & Life Sciences Fund Class A Shares (ETAHX),60.0,11.0,0.0102,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,0.0156,0.44,24.28,15.79,,13 years,12/27/2012,1688.38,41.0,Y,N,9.417325501611213
Health,Neutral,Bronze,Alger Health Sciences Fund Class Z (AHSZX),The Hartford Healthcare Fund Class C (HGHCX),86.0,74.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0207,0.03,14.47,5.42,0.65,5 years,05/01/2000,845.64,40.0,Y,N,9.402510641109934
Health,Neutral,Neutral,Rydex Biotechnology Fund Class Investor (RYOIX),Eaton Vance Worldwide Health Sciences Fund Class C (ECHSX),25.0,74.0,0.0139,0.38,16.48,11.23,0.82,28 years,04/01/1998,109.0,79.0,N,Y,0.0192999999999999,0.05,13.05,5.66,0.67,10 years,07/26/1985,862.7,30.0,Y,N,9.399332282428212
Health,Bronze,Neutral,The Hartford Healthcare Fund Class Y (HGHYX),Eventide Healthcare & Life Sciences Fund Class A Shares (ETAHX),60.0,11.0,0.0103,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,0.0156,0.44,24.28,15.79,,13 years,12/27/2012,1688.38,41.0,Y,N,9.398393366393936
Health,Neutral,Negative,Live Oak Health Sciences Fund (LOGSX),AlphaCentric Life Sciences and Healthcare Fund Class I (LYFIX),58.0,27.0,0.0103,0.13,12.69,6.64,,7 years,06/29/2001,52.5,24.0,N,Y,0.0146,0.28,21.51,11.08,0.95,1 year,11/29/2019,37.02,164.0,N,N,9.397650968466582
Health,Bronze,Gold,PGIM Jennison Health Sciences Fund- Class A (PHLAX),Fidelity Select Medical Technology and Devices Portfolio (FSMEX),14.0,77.0,0.0113,0.56,14.8,13.28,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,0.0063,0.0,16.47,5.04,1.04,19 years,04/28/1998,4114.01,53.0,N,Y,9.396420642928387
Health,Neutral,Neutral,DWS Health and Wellness Fund - Class Inst (SUHIX),Eventide Healthcare & Life Sciences Fund CLASS N SHARES (ETNHX),50.0,11.0,0.0103,0.16,13.29,7.18,0.59,12 years,03/02/1998,259.79,1.0,N,N,0.0151,0.44,24.28,15.83,,13 years,12/27/2012,1688.38,41.0,N,Y,9.383983594738844
Health,Negative,Gold,Rydex Health Care Fund Class H (RYHAX),Fidelity Select Medical Technology and Devices Portfolio (FSMEX),58.0,77.0,0.0163999999999999,0.11,13.61,6.55,0.75,28 years,04/17/1998,17.9,236.0,N,N,0.0063,0.0,16.47,5.04,1.04,19 years,04/28/1998,4114.01,53.0,N,Y,9.38318535566409
Health,Negative,Bronze,Rydex Health Care Fund Class C (RYHCX),BlackRock Health Sciences Opportunities Portfolio Service Shares (SHISX),73.0,45.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0115,0.2,12.89,7.59,0.55,22 years,12/21/1999,6536.11,43.0,N,N,9.382794909280014
Health,Negative,Gold,Rydex Health Care Fund Class A (RYHEX),Fidelity Select Medical Technology and Devices Portfolio (FSMEX),58.0,77.0,0.0163999999999999,0.11,13.61,6.54,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0063,0.0,16.47,5.04,1.04,19 years,04/28/1998,4114.01,53.0,N,Y,9.381129781349754
Health,Negative,Neutral,Putnam Global Health Care Fund Class C (PCHSX),Rydex Biotechnology Fund Class Investor (RYOIX),46.0,25.0,0.018,0.18,13.54,7.52,0.52,9 years,05/28/1982,1547.9,36.0,Y,N,0.0139,0.38,16.48,11.23,0.82,28 years,04/01/1998,109.0,79.0,N,Y,9.37925577553067
Health,Neutral,Negative,Nomura Healthcare Fund Class A (DLHAX),Virtus KAR Health Sciences Fund Class C (RCGHX),25.0,90.0,0.0121,0.47,13.35,11.34,0.5,18 years,09/28/2007,693.63,5.0,Y,N,0.0216,-0.23,14.73,1.63,,3 years,02/05/2002,103.63,8.0,Y,N,9.376335279312835
Health,Bronze,Neutral,Janus Henderson Global Life Sciences Fund Class I (JFNIX),Eaton Vance Worldwide Health Sciences Fund Class C (ECHSX),22.0,74.0,0.0077,0.44,15.11,11.64,0.78,19 years,12/31/1998,5393.02,30.0,N,N,0.0192999999999999,0.05,13.05,5.66,0.67,10 years,07/26/1985,862.7,30.0,Y,N,9.372179244190269
Health,Neutral,Neutral,Alger Health Sciences Fund Class Z (AHSZX),Invesco Health Care Fund Class A (GGHCX),86.0,47.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0105,0.17,13.62,7.36,0.7,5 years,08/07/1989,1255.13,56.0,Y,Y,9.358529893688434
Health,Neutral,Neutral,Alger Health Sciences Fund Class Z (AHSZX),Rydex Biotechnology Fund Class Investor (RYOIX),86.0,25.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0139,0.38,16.48,11.23,0.82,28 years,04/01/1998,109.0,79.0,N,Y,9.358100825393159
Health,Negative,Gold,Rydex Health Care Fund Class A (RYHEX),Fidelity Select Health Care Portfolio (FSPHX),58.0,44.0,0.0163999999999999,0.11,13.61,6.54,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,9.349956737733372
Health,Negative,Gold,Rydex Health Care Fund Class H (RYHAX),Fidelity Select Health Care Portfolio (FSPHX),58.0,44.0,0.0163999999999999,0.11,13.61,6.55,0.75,28 years,04/17/1998,17.9,236.0,N,N,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,9.347901163419035
Health,Gold,Negative,Baron Health Care Fund Institutional Shares (BHCHX),AlphaCentric Life Sciences and Healthcare Fund Class C (LYFCX),70.0,31.0,0.0085,0.07,14.52,6.03,1.0,8 years,04/30/2018,144.04,49.0,N,N,0.0246,0.23,21.49,10.0,0.95,1 year,11/29/2019,37.02,164.0,N,N,9.346844382647385
Health,Neutral,Bronze,Alger Health Sciences Fund Class Z (AHSZX),BlackRock Health Sciences Opportunities Portfolio Service Shares (SHISX),86.0,45.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0115,0.2,12.89,7.59,0.55,22 years,12/21/1999,6536.11,43.0,N,N,9.346567594370208
Health,Gold,Silver,Fidelity Select Health Care Portfolio (FSPHX),Baron Health Care Fund Retail Shares (BHCFX),44.0,73.0,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,9.344091567420074
Health,Bronze,Neutral,Janus Henderson Global Life Sciences Fund Class T (JAGLX),Franklin Biotechnology Discovery Fund Class C (FBTDX),23.0,1.0,0.0092,0.43,15.11,11.49,0.78,19 years,12/31/1998,5393.02,30.0,N,Y,0.0177,0.84,20.66,22.4,0.82,28 years,09/15/1997,1023.98,21.87,Y,N,9.33545911421809
Health,Neutral,Bronze,Alger Health Sciences Fund Class A (AHSAX),Janus Henderson Global Life Sciences Fund Class T (JAGLX),88.0,23.0,0.0118,-0.19,14.75,2.18,0.78,20 years,05/01/2002,66.07,233.38,Y,Y,0.0092,0.43,15.11,11.49,0.78,19 years,12/31/1998,5393.02,30.0,N,Y,9.332660770365177
Health,Bronze,Neutral,The Hartford Healthcare Fund Class I (HGHIX),Eventide Healthcare & Life Sciences Fund CLASS N SHARES (ETNHX),60.0,11.0,0.0102,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,0.0151,0.44,24.28,15.83,,13 years,12/27/2012,1688.38,41.0,N,Y,9.330887122782169
Health,Neutral,Neutral,Eaton Vance Worldwide Health Sciences Fund Class I (EIHSX),Alger Health Sciences Fund Class Z (AHSZX),53.0,86.0,0.0093,0.13,13.03,6.72,0.67,10 years,07/26/1985,862.7,30.0,N,N,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,9.315708189201043
Health,Neutral,Neutral,Live Oak Health Sciences Fund (LOGSX),Alger Health Sciences Fund Class C (AHSCX),58.0,90.0,0.0103,0.13,12.69,6.64,,7 years,06/29/2001,52.5,24.0,N,Y,0.019,-0.24,14.73,1.42,0.78,20 years,05/01/2002,66.07,233.38,Y,N,9.313378241383997
Health,Bronze,Neutral,The Hartford Healthcare Fund Class Y (HGHYX),Eventide Healthcare & Life Sciences Fund CLASS N SHARES (ETNHX),60.0,11.0,0.0103,0.1,14.48,6.54,0.65,5 years,05/01/2000,845.64,40.0,N,N,0.0151,0.44,24.28,15.83,,13 years,12/27/2012,1688.38,41.0,N,Y,9.31195498756489
Health,Neutral,Gold,Alger Health Sciences Fund Class A (AHSAX),Baron Health Care Fund Institutional Shares (BHCHX),88.0,70.0,0.0118,-0.19,14.75,2.18,0.78,20 years,05/01/2002,66.07,233.38,Y,Y,0.0085,0.07,14.52,6.03,1.0,8 years,04/30/2018,144.04,49.0,N,N,9.309556266742051
Health,Negative,Negative,AlphaCentric Life Sciences and Healthcare Fund Class I (LYFIX),Rydex Biotechnology Fund Class H (RYOAX),27.0,28.0,0.0146,0.28,21.51,11.08,0.95,1 year,11/29/2019,37.02,164.0,N,N,0.0163999999999999,0.36,16.47,10.96,0.82,28 years,04/01/1998,109.0,79.0,N,N,9.288122343892756
Health,Negative,Negative,AlphaCentric Life Sciences and Healthcare Fund Class I (LYFIX),Rydex Biotechnology Fund Class A (RYBOX),27.0,28.0,0.0146,0.28,21.51,11.08,0.95,1 year,11/29/2019,37.02,164.0,N,N,0.0163999999999999,0.36,16.49,10.96,0.82,28 years,04/01/1998,109.0,79.0,Y,N,9.2824676134867
Health,Neutral,Neutral,Alger Health Sciences Fund Class Z (AHSZX),Lord Abbett Health Care Fund Class A (LHCAX),86.0,35.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0103,0.25,16.35,9.12,,7 years,07/31/2019,8.86,88.0,Y,Y,9.278997869150837
Health,Negative,Bronze,Rydex Health Care Fund Class A (RYHEX),Janus Henderson Global Life Sciences Fund Class T (JAGLX),58.0,23.0,0.0163999999999999,0.11,13.61,6.54,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0092,0.43,15.11,11.49,0.78,19 years,12/31/1998,5393.02,30.0,N,Y,9.276873792718385
Health,Negative,Bronze,Rydex Health Care Fund Class H (RYHAX),Janus Henderson Global Life Sciences Fund Class T (JAGLX),58.0,23.0,0.0163999999999999,0.11,13.61,6.55,0.75,28 years,04/17/1998,17.9,236.0,N,N,0.0092,0.43,15.11,11.49,0.78,19 years,12/31/1998,5393.02,30.0,N,Y,9.27481821840405
Health,Bronze,Neutral,Janus Henderson Global Life Sciences Fund Class I (JFNIX),Eventide Healthcare & Life Sciences Fund CLASS C SHARES (ETCHX),22.0,12.0,0.0077,0.44,15.11,11.64,0.78,19 years,12/31/1998,5393.02,30.0,N,N,0.0231,0.41,24.27,14.9,,13 years,12/27/2012,1688.38,41.0,Y,N,9.267932546419502
Health,Negative,Bronze,Putnam Global Health Care Fund Class C (PCHSX),Janus Henderson Global Life Sciences Fund Class I (JFNIX),46.0,22.0,0.018,0.18,13.54,7.52,0.52,9 years,05/28/1982,1547.9,36.0,Y,N,0.0077,0.44,15.11,11.64,0.78,19 years,12/31/1998,5393.02,30.0,N,N,9.265954213233357
Health,Negative,Neutral,Putnam Global Health Care Fund Class C (PCHSX),Rydex Health Care Fund Class Investor (RYHIX),46.0,52.0,0.018,0.18,13.54,7.52,0.52,9 years,05/28/1982,1547.9,36.0,Y,N,0.0139,0.13,13.61,6.82,0.75,28 years,04/17/1998,17.9,236.0,N,Y,9.2649023027408
Health,Neutral,Neutral,Alger Health Sciences Fund Class Z (AHSZX),DWS Health and Wellness Fund - Class A (SUHAX),86.0,51.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0133,0.14,13.28,6.86,0.59,12 years,03/02/1998,259.79,1.0,Y,Y,9.263743702150204
Health,Negative,Neutral,Rydex Health Care Fund Class H (RYHAX),Virtus KAR Health Sciences Fund Class A (RAGHX),58.0,86.0,0.0163999999999999,0.11,13.61,6.55,0.75,28 years,04/17/1998,17.9,236.0,N,N,0.0139999999999999,-0.18,14.72,2.42,,3 years,02/05/2002,103.63,8.0,Y,Y,9.255607078484983
Health,Bronze,Neutral,Fidelity Select Pharmaceuticals Portfolio (FPHAX),Virtus KAR Health Sciences Fund Institutional Class (HLHIX),8.0,85.0,0.0067,0.7,17.16,17.05,0.65,9 years,06/18/2001,1352.03,45.0,N,Y,0.0105,-0.16,14.73,2.73,,3 years,02/05/2002,103.63,8.0,N,N,9.25533052752612
Health,Negative,Neutral,Rydex Health Care Fund Class A (RYHEX),Virtus KAR Health Sciences Fund Class A (RAGHX),58.0,86.0,0.0163999999999999,0.11,13.61,6.54,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0139999999999999,-0.18,14.72,2.42,,3 years,02/05/2002,103.63,8.0,Y,Y,9.253551504170648
Health,Neutral,Neutral,Rydex Biotechnology Fund Class Investor (RYOIX),Virtus KAR Health Sciences Fund Institutional Class (HLHIX),25.0,85.0,0.0139,0.38,16.48,11.23,0.82,28 years,04/01/1998,109.0,79.0,N,Y,0.0105,-0.16,14.73,2.73,,3 years,02/05/2002,103.63,8.0,N,N,9.251084038228939
Health,Neutral,Bronze,Alger Health Sciences Fund Class Z (AHSZX),BlackRock Health Sciences Opportunities Portfolio Investor A Shares (SHSAX),86.0,45.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0109,0.2,12.89,7.65,0.55,22 years,12/21/1999,6536.11,43.0,Y,Y,9.245308228952558
Health,Bronze,Neutral,PGIM Jennison Health Sciences Fund- Class A (PHLAX),Franklin Biotechnology Discovery Fund Class A (FBDIX),14.0,1.0,0.0113,0.56,14.8,13.28,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,9.242382061355222
Health,Negative,Silver,Putnam Global Health Care Fund Class C (PCHSX),Baron Health Care Fund Retail Shares (BHCFX),46.0,73.0,0.018,0.18,13.54,7.52,0.52,9 years,05/28/1982,1547.9,36.0,Y,N,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,9.239692896268911
Health,Neutral,Neutral,Alger Health Sciences Fund Class A (AHSAX),Lord Abbett Health Care Fund Class A (LHCAX),88.0,35.0,0.0118,-0.19,14.75,2.18,0.78,20 years,05/01/2002,66.07,233.38,Y,Y,0.0103,0.25,16.35,9.12,,7 years,07/31/2019,8.86,88.0,Y,Y,9.238955072306261
Health,Neutral,Neutral,Alger Health Sciences Fund Class A (AHSAX),Invesco Health Care Fund Class A (GGHCX),88.0,47.0,0.0118,-0.19,14.75,2.18,0.78,20 years,05/01/2002,66.07,233.38,Y,Y,0.0105,0.17,13.62,7.36,0.7,5 years,08/07/1989,1255.13,56.0,Y,Y,9.237073685156613
Health,Gold,Neutral,Baron Health Care Fund Institutional Shares (BHCHX),Nomura Healthcare Fund Class A (DLHAX),70.0,25.0,0.0085,0.07,14.52,6.03,1.0,8 years,04/30/2018,144.04,49.0,N,N,0.0121,0.47,13.35,11.34,0.5,18 years,09/28/2007,693.63,5.0,Y,N,9.233008091792703
Health,Negative,Neutral,AlphaCentric Life Sciences and Healthcare Fund Class C (LYFCX),Eventide Healthcare & Life Sciences Fund CLASS I SHARES (ETIHX),31.0,11.0,0.0246,0.23,21.49,10.0,0.95,1 year,11/29/2019,37.02,164.0,N,N,0.0131,0.45,24.3,16.07,,13 years,12/27/2012,1688.38,41.0,N,N,9.228149477658791
Health,Neutral,Silver,Rydex Biotechnology Fund Class Investor (RYOIX),Baron Health Care Fund Retail Shares (BHCFX),25.0,73.0,0.0139,0.38,16.48,11.23,0.82,28 years,04/01/1998,109.0,79.0,N,Y,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,9.22798100632276
Health,Neutral,Bronze,Rydex Health Care Fund Class Investor (RYHIX),PGIM Jennison Health Sciences Fund- Class C (PHLCX),52.0,18.0,0.0139,0.13,13.61,6.82,0.75,28 years,04/17/1998,17.9,236.0,N,Y,0.0196,0.49,14.81,12.34,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,9.215995051670426
Health,Negative,Negative,Putnam Global Health Care Fund Class C (PCHSX),Rydex Biotechnology Fund Class C (RYCFX),46.0,31.0,0.018,0.18,13.54,7.52,0.52,9 years,05/28/1982,1547.9,36.0,Y,N,0.0237999999999999,0.31,16.47,10.13,0.82,28 years,04/01/1998,109.0,79.0,Y,N,9.195542065674331
Health,Silver,Neutral,PGIM Jennison Health Sciences Fund- Class Z (PHSZX),Franklin Biotechnology Discovery Fund Class A (FBDIX),14.0,1.0,0.0086,0.58,14.8,13.59,0.62,11 years,06/30/1999,1483.94,79.0,N,N,0.0102,0.88,20.68,23.32,0.82,28 years,09/15/1997,1023.22,21.87,Y,Y,9.194285799762893
Health,Gold,Bronze,Fidelity Select Health Care Portfolio (FSPHX),PGIM Jennison Health Sciences Fund- Class C (PHLCX),44.0,18.0,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,0.0196,0.49,14.81,12.34,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,9.190622737569468
Health,Gold,Neutral,Fidelity Select Health Care Portfolio (FSPHX),Nomura Healthcare Fund Class A (DLHAX),44.0,25.0,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,0.0121,0.47,13.35,11.34,0.5,18 years,09/28/2007,693.63,5.0,Y,N,9.185615726742734
Health,Bronze,Bronze,The Hartford Healthcare Fund Class C (HGHCX),Fidelity Select Pharmaceuticals Portfolio (FPHAX),74.0,8.0,0.0207,0.03,14.47,5.42,0.65,5 years,05/01/2000,845.64,40.0,Y,N,0.0067,0.7,17.16,17.05,0.65,9 years,06/18/2001,1352.03,45.0,N,Y,9.18351786901955
Health,Negative,Negative,Putnam Global Health Care Fund Class A (PHSTX),Rydex Biotechnology Fund Class A (RYBOX),37.0,28.0,0.0105,0.24,13.54,8.34,0.52,9 years,05/28/1982,1547.9,36.0,Y,Y,0.0163999999999999,0.36,16.49,10.96,0.82,28 years,04/01/1998,109.0,79.0,Y,N,9.182667438644849
Health,Negative,Negative,Rydex Health Care Fund Class C (RYHCX),Virtus KAR Health Sciences Fund Class C (RCGHX),73.0,90.0,0.0237999999999999,0.05,13.61,5.76,0.75,28 years,04/17/1998,17.9,236.0,Y,N,0.0216,-0.23,14.73,1.63,,3 years,02/05/2002,103.63,8.0,Y,N,9.181053106286285
Health,Bronze,Bronze,BlackRock Health Sciences Opportunities Portfolio Service Shares (SHISX),Fidelity Select Pharmaceuticals Portfolio (FPHAX),45.0,8.0,0.0115,0.2,12.89,7.59,0.55,22 years,12/21/1999,6536.11,43.0,N,N,0.0067,0.7,17.16,17.05,0.65,9 years,06/18/2001,1352.03,45.0,N,Y,9.17902891874916
Health,Bronze,Silver,Janus Henderson Global Life Sciences Fund Class I (JFNIX),Baron Health Care Fund Retail Shares (BHCFX),22.0,73.0,0.0077,0.44,15.11,11.64,0.78,19 years,12/31/1998,5393.02,30.0,N,N,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,9.178913805115037
Health,Neutral,Gold,Alger Health Sciences Fund Class Z (AHSZX),Fidelity Select Health Care Portfolio (FSPHX),86.0,44.0,0.0077,-0.17,14.76,2.6,0.78,20 years,05/01/2002,65.99,233.38,N,N,0.0063,0.19,14.3,7.72,0.75,17 years,07/14/1981,6358.52,60.0,N,Y,9.178680121511988
Health,Negative,Negative,Putnam Global Health Care Fund Class A (PHSTX),Rydex Biotechnology Fund Class H (RYOAX),37.0,28.0,0.0105,0.24,13.54,8.34,0.52,9 years,05/28/1982,1547.9,36.0,Y,Y,0.0163999999999999,0.36,16.47,10.96,0.82,28 years,04/01/1998,109.0,79.0,N,N,9.177012708238795
Health,Silver,Silver,PGIM Jennison Health Sciences Fund- Class Z (PHSZX),Baron Health Care Fund Retail Shares (BHCFX),14.0,73.0,0.0086,0.58,14.8,13.59,0.62,11 years,06/30/1999,1483.94,79.0,N,N,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,9.174889364068797
Health,Bronze,Silver,BlackRock Health Sciences Opportunities Portfolio Institutional Shares (SHSSX),Baron Health Care Fund Retail Shares (BHCFX),42.0,73.0,0.0084,0.22,12.88,7.92,0.55,22 years,12/21/1999,6536.11,43.0,N,N,0.011,0.05,14.52,5.75,1.0,8 years,04/30/2018,144.04,49.0,N,Y,9.170189001722404
Health,Neutral,Bronze,Nomura Healthcare Fund Class C (DLHCX),Fidelity Select Pharmaceuticals Portfolio (FPHAX),29.0,8.0,0.0196,0.41,13.34,10.51,0.5,18 years,09/28/2007,693.63,5.0,Y,N,0.0067,0.7,17.16,17.05,0.65,9 years,06/18/2001,1352.03,45.0,N,Y,9.149896375677155
Health,Neutral,Neutral,DWS Health and Wellness Fund - Class C (SUHCX),Eventide Healthcare & Life Sciences Fund CLASS C SHARES (ETCHX),68.0,12.0,0.0208,0.08,13.27,6.08,0.59,12 years,03/02/1998,259.79,1.0,Y,N,0.0231,0.41,24.27,14.9,,13 years,12/27/2012,1688.38,41.0,Y,N,9.146037677689387
Health,Negative,Neutral,Invesco Health Care Fund Class C (GTHCX),Alger Health Sciences Fund Class C (AHSCX),60.0,90.0,0.018,0.11,13.61,6.54,0.7,5 years,08/07/1989,1255.13,56.0,Y,N,0.019,-0.24,14.73,1.42,0.78,20 years,05/01/2002,66.07,233.38,Y,N,9.125599401448586
Health,Negative,Neutral,Rydex Biotechnology Fund Class C (RYCFX),Alger Health Sciences Fund Class C (AHSCX),31.0,90.0,0.0237999999999999,0.31,16.47,10.13,0.82,28 years,04/01/1998,109.0,79.0,Y,N,0.019,-0.24,14.73,1.42,0.78,20 years,05/01/2002,66.07,233.38,Y,N,9.115135187065954
Health,Neutral,Neutral,DWS Health and Wellness Fund - Class Inst (SUHIX),Eventide Healthcare & Life Sciences Fund CLASS I SHARES (ETIHX),50.0,11.0,0.0103,0.16,13.29,7.18,0.59,12 years,03/02/1998,259.79,1.0,N,N,0.0131,0.45,24.3,16.07,,13 years,12/27/2012,1688.38,41.0,N,N,9.099846471310554
Health,Neutral,Negative,Invesco Health Care Fund Class A (GGHCX),Rydex Biotechnology Fund Class C (RYCFX),47.0,31.0,0.0105,0.17,13.62,7.36,0.7,5 years,08/07/1989,1255.13,56.0,Y,Y,0.0237999999999999,0.31,16.47,10.13,0.82,28 years,04/01/1998,109.0,79.0,Y,N,9.097424307300193
Health,Neutral,Bronze,Rydex Health Care Fund Class Investor (RYHIX),PGIM Jennison Health Sciences Fund- Class A (PHLAX),52.0,14.0,0.0139,0.13,13.61,6.82,0.75,28 years,04/17/1998,17.9,236.0,N,Y,0.0113,0.56,14.8,13.28,0.62,11 years,06/30/1999,1483.94,79.0,Y,N,9.096114949049424
